date,geography,geography code,all_public transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Croydon 035,E02000228,1260,194,352,269,214,46,45,76,13,51,156,259,476,333,36,0.329365079,32,119,169,17,166,723,34,0.600793651,262,870,45,83,0.207936508,226,1034,0.820634921,730,530,0.579365079
2011,Croydon 036,E02000229,851,36,77,66,133,84,122,132,47,154,173,180,323,159,16,0.41480611,130,181,147,28,126,179,60,0.280846063,410,313,42,86,0.481786134,288,563,0.661574618,364,487,0.42773208
2011,Croydon 037,E02000230,2292,307,580,517,393,91,118,130,36,120,248,741,846,412,45,0.431500873,66,202,309,33,308,1267,107,0.59947644,554,1519,72,147,0.241710297,365,1927,0.840750436,1238,1054,0.540139616
2011,Croydon 038,E02000231,1217,191,344,259,179,45,50,84,11,54,213,256,418,302,28,0.38537387,39,85,165,17,147,732,32,0.627773213,261,827,37,92,0.214461791,227,990,0.81347576,706,511,0.580115037
2011,Croydon 039,E02000232,764,92,146,139,146,53,41,77,22,48,131,161,263,195,14,0.382198953,50,111,144,22,113,304,20,0.42408377,260,414,25,65,0.340314136,190,574,0.751308901,381,383,0.498691099
2011,Croydon 040,E02000233,1137,136,285,236,215,57,65,80,16,47,142,349,449,179,18,0.431838171,37,115,175,18,171,564,57,0.546174142,286,737,26,88,0.251539138,230,907,0.797713281,577,560,0.507475814
2011,Croydon 041,E02000234,1449,168,321,290,285,75,74,122,27,87,213,379,506,318,33,0.408557626,77,178,251,23,184,682,54,0.507936508,396,872,58,123,0.273291925,278,1171,0.808143547,741,708,0.511387164
2011,Croydon 042,E02000235,1204,169,292,233,229,44,63,88,21,65,159,278,486,260,21,0.362956811,55,121,198,18,165,619,28,0.537375415,318,772,29,85,0.264119601,235,969,0.804817276,624,580,0.518272425
2011,Croydon 043,E02000236,1175,127,272,206,284,63,41,112,25,45,172,249,454,278,22,0.358297872,52,153,186,29,182,542,31,0.487659574,341,721,34,79,0.290212766,243,932,0.793191489,615,560,0.523404255
2011,Croydon 044,E02000237,921,110,190,191,182,36,50,88,18,56,139,188,337,231,26,0.35504886,57,131,168,18,141,378,28,0.44082519,261,558,37,65,0.283387622,191,730,0.792616721,494,427,0.536373507
2011,Croydon 045,E02006788,1691,143,235,232,353,104,169,206,46,203,247,402,658,355,29,0.38379657,152,261,288,30,224,623,113,0.435245417,716,776,53,146,0.423418096,486,1205,0.712596097,714,977,0.422235364
2011,Ealing 001,E02000238,1986,117,254,175,282,246,170,283,110,349,277,716,614,342,37,0.5,203,240,198,30,191,712,412,0.565961732,703,865,40,378,0.353977845,554,1432,0.721047331,1012,974,0.509566969
2011,Ealing 002,E02000239,2162,159,329,226,287,276,176,265,105,339,304,870,555,392,41,0.543015726,157,166,188,22,216,945,468,0.653561517,811,934,29,388,0.375115634,561,1601,0.740518039,1156,1006,0.534690102
2011,Ealing 003,E02000240,1928,109,230,178,249,206,215,272,98,371,291,633,640,328,36,0.479253112,210,238,254,41,190,639,356,0.516078838,749,864,39,276,0.388485477,538,1390,0.720954357,937,991,0.485995851
2011,Ealing 004,E02000241,1467,88,224,155,201,146,133,240,51,229,199,534,444,269,21,0.499659168,108,166,162,30,141,642,218,0.586230402,457,776,23,211,0.311520109,399,1068,0.72801636,754,713,0.513974097
2011,Ealing 005,E02000242,1363,107,199,133,168,196,86,171,82,221,194,513,392,241,23,0.518708731,135,114,136,21,118,524,315,0.615553925,555,499,22,287,0.407190022,352,1011,0.741746148,719,644,0.527512839
2011,Ealing 006,E02000243,1800,129,274,203,241,242,167,182,65,297,273,649,548,286,44,0.512222222,135,172,200,23,166,694,410,0.613333333,693,759,25,323,0.385,465,1335,0.741666667,859,941,0.477222222
2011,Ealing 007,E02000244,1626,131,281,211,188,220,126,152,70,247,186,652,493,263,32,0.515375154,132,113,155,25,126,690,385,0.661131611,572,678,29,347,0.351783518,426,1200,0.73800738,816,810,0.501845018
2011,Ealing 008,E02000245,1377,92,184,141,179,108,157,197,70,249,222,414,483,231,27,0.461873638,149,184,195,18,153,480,198,0.492374728,640,535,26,176,0.464778504,441,936,0.679738562,661,716,0.480029049
2011,Ealing 009,E02000246,1248,72,140,115,142,107,159,185,60,268,210,404,402,209,23,0.491987179,159,183,177,22,122,386,199,0.46875,622,433,39,154,0.498397436,423,825,0.661057692,580,668,0.46474359
2011,Ealing 010,E02000247,1734,118,230,188,244,143,205,231,62,313,253,641,514,294,32,0.515570934,169,198,196,26,191,643,311,0.55017301,757,695,40,242,0.43656286,536,1198,0.69088812,782,952,0.450980392
2011,Ealing 011,E02000248,1914,177,446,253,233,183,140,139,57,286,225,815,569,267,38,0.543364681,104,97,111,21,144,1023,414,0.750783699,745,823,33,313,0.3892372,413,1501,0.784221526,929,985,0.485370951
2011,Ealing 012,E02000249,1535,90,187,150,171,180,164,182,72,339,273,529,474,224,35,0.52247557,171,155,194,16,151,529,319,0.552442997,680,525,32,298,0.442996743,504,1031,0.671661238,767,768,0.499674267
2011,Ealing 013,E02000250,1430,218,501,309,158,51,50,54,7,82,137,409,562,290,32,0.381818182,25,55,84,12,106,1040,108,0.802797203,442,831,23,134,0.309090909,254,1176,0.822377622,728,702,0.509090909
2011,Ealing 014,E02000251,1422,86,164,160,180,173,120,207,63,269,248,471,405,271,27,0.505625879,156,159,169,19,149,474,296,0.541490858,653,482,36,251,0.459212377,484,938,0.659634318,713,709,0.50140647
2011,Ealing 015,E02000252,2826,213,516,448,380,345,197,254,74,399,457,1378,641,308,42,0.649327672,192,190,226,70,213,1374,561,0.684713376,1652,661,36,477,0.584571833,653,2173,0.768931352,1522,1304,0.538570418
2011,Ealing 016,E02000253,1829,120,279,183,250,204,193,211,62,327,268,561,627,326,47,0.453253144,163,183,226,28,188,677,364,0.569163477,844,660,21,304,0.461454347,608,1221,0.667577911,785,1044,0.429196282
2011,Ealing 017,E02000254,1438,88,149,151,155,132,109,251,91,312,282,500,356,259,41,0.543810848,155,182,151,13,146,527,264,0.550069541,725,493,46,174,0.504172462,455,983,0.683588317,745,693,0.518080668
2011,Ealing 018,E02000255,2042,219,547,382,232,127,136,179,43,177,257,716,674,348,47,0.476493634,100,127,151,19,231,1206,208,0.692458374,761,995,31,255,0.372673849,445,1597,0.782076396,1017,1025,0.498041136
2011,Ealing 019,E02000256,2573,300,851,536,271,132,134,136,45,168,263,1090,847,335,38,0.525845317,60,91,135,13,207,1765,302,0.803342402,802,1427,63,281,0.311698407,348,2225,0.86474932,1365,1208,0.530509133
2011,Ealing 020,E02000257,4210,533,1538,842,445,172,203,209,43,225,413,1958,1325,447,67,0.563182898,85,116,203,16,299,3020,471,0.829216152,1511,2203,86,410,0.358907363,572,3638,0.864133017,2218,1992,0.526840855
2011,Ealing 021,E02000258,1626,180,348,280,203,134,110,150,39,182,219,612,537,234,24,0.511070111,78,88,146,15,146,861,292,0.709102091,853,497,34,242,0.524600246,369,1257,0.773062731,818,808,0.503075031
2011,Ealing 022,E02000259,1447,143,358,198,172,131,126,120,25,174,194,456,521,249,27,0.449205252,69,89,134,17,149,762,227,0.683483068,565,618,22,242,0.390463027,326,1121,0.774706289,638,809,0.440912232
2011,Ealing 023,E02000260,1525,70,180,148,167,134,121,252,75,378,264,560,417,241,43,0.540327869,156,176,129,8,155,606,295,0.590819672,799,499,39,188,0.523934426,501,1024,0.67147541,834,691,0.546885246
2011,Ealing 024,E02000261,2795,237,576,469,371,230,238,249,53,372,428,1191,819,313,44,0.579248658,162,174,206,39,287,1433,494,0.689445438,1729,606,57,403,0.618604651,647,2148,0.768515206,1315,1480,0.470483005
2011,Ealing 025,E02000262,2460,216,547,409,298,245,178,202,51,314,308,1068,780,273,31,0.559349593,124,116,201,25,240,1306,448,0.71300813,1402,639,41,378,0.569918699,538,1922,0.781300813,1177,1283,0.478455285
2011,Ealing 026,E02000263,2023,89,210,138,169,175,133,339,137,633,415,633,603,331,41,0.518042511,266,230,201,12,212,685,417,0.544735541,1141,541,69,272,0.564013841,713,1310,0.647553139,1220,803,0.603064755
2011,Ealing 027,E02000264,2408,305,686,481,299,161,140,138,25,173,296,1006,699,358,49,0.540697674,71,101,141,19,220,1530,326,0.77076412,1039,1032,54,283,0.431478405,422,1986,0.824750831,1208,1200,0.50166113
2011,Ealing 028,E02000265,3014,299,779,517,350,248,226,204,57,334,316,1334,962,357,45,0.547445255,147,174,240,22,291,1712,428,0.710019907,1139,1436,51,388,0.377903119,664,2350,0.779694758,1419,1595,0.47080292
2011,Ealing 029,E02000266,1788,100,250,194,226,132,171,273,76,366,345,611,535,260,37,0.534675615,174,218,235,19,212,643,287,0.520134228,891,616,45,236,0.498322148,634,1154,0.64541387,868,920,0.485458613
2011,Ealing 030,E02000267,1792,188,428,313,226,148,140,120,35,194,191,636,675,259,31,0.461495536,98,141,147,16,192,959,239,0.668526786,703,776,35,278,0.392299107,415,1377,0.768415179,830,962,0.463169643
2011,Ealing 031,E02000268,2561,299,764,519,283,152,168,150,33,193,292,1011,859,366,33,0.508785631,91,108,173,15,204,1661,309,0.769230769,935,1280,53,293,0.365091761,423,2138,0.834830144,1274,1287,0.497461929
2011,Ealing 032,E02000269,2453,327,747,499,301,141,122,134,30,152,241,920,881,369,42,0.473298002,75,90,150,21,209,1687,221,0.777823074,821,1350,40,242,0.334692214,394,2059,0.839380351,1198,1255,0.488381574
2011,Ealing 033,E02000270,1892,147,365,269,218,192,182,152,58,309,244,733,582,283,50,0.516384778,152,171,159,24,195,855,336,0.6294926,1023,543,37,289,0.540697674,484,1408,0.744186047,904,988,0.477801268
2011,Ealing 034,E02000271,1864,357,614,344,170,84,79,108,19,89,190,560,750,319,45,0.402360515,47,64,85,10,162,1352,144,0.802575107,1027,639,22,176,0.550965665,313,1551,0.832081545,944,920,0.506437768
2011,Ealing 035,E02000272,1692,184,473,301,239,111,116,126,22,120,160,525,642,319,46,0.404846336,53,102,136,18,180,1031,172,0.710992908,562,905,26,199,0.3321513,373,1319,0.779550827,829,863,0.489952719
2011,Ealing 037,E02000274,2252,104,185,139,185,217,188,366,177,691,470,709,671,373,29,0.523534636,353,247,184,20,252,663,533,0.531083481,1204,575,69,404,0.534635879,788,1464,0.65008881,1329,923,0.590142096
2011,Ealing 038,E02000275,969,59,135,117,102,76,71,137,49,223,192,365,234,157,21,0.574819401,103,97,107,8,90,412,152,0.582043344,486,345,23,115,0.501547988,301,668,0.689370485,508,461,0.524251806
2011,Ealing 039,E02000276,2080,249,590,416,233,138,135,147,27,145,205,850,756,233,36,0.507211538,65,130,111,16,185,1313,260,0.75625,786,995,41,258,0.377884615,377,1703,0.81875,1001,1079,0.48125
2011,Ealing 040,E02006791,2068,316,645,503,202,81,89,87,28,117,161,833,754,288,32,0.48065764,64,97,111,12,165,1440,179,0.782882012,1134,738,34,162,0.548355899,302,1766,0.853965184,964,1104,0.46615087
2011,Enfield 001,E02000277,954,64,138,136,165,68,99,115,43,126,178,247,345,173,11,0.445492662,96,140,157,7,126,346,82,0.448637317,306,547,30,71,0.320754717,262,692,0.725366876,437,517,0.458071279
2011,Enfield 002,E02000278,1068,74,159,104,163,94,141,128,40,165,190,324,349,182,23,0.481273408,132,146,201,16,137,342,94,0.4082397,415,501,34,118,0.388576779,356,712,0.666666667,473,595,0.442883895
2011,Enfield 003,E02000279,1800,149,312,263,294,133,172,211,42,224,235,600,661,285,19,0.463888889,150,246,269,25,216,735,159,0.496666667,492,1069,61,178,0.273333333,509,1291,0.717222222,799,1001,0.443888889
2011,Enfield 004,E02000280,1242,110,267,230,204,93,85,117,26,110,143,358,497,215,29,0.403381643,104,131,169,22,168,589,59,0.52173913,298,802,27,115,0.239935588,316,926,0.745571659,597,645,0.480676329
2011,Enfield 005,E02000281,1131,89,194,144,222,97,104,107,38,136,175,335,409,186,26,0.450928382,89,171,171,21,141,446,92,0.475685234,388,595,23,125,0.34305924,326,805,0.711759505,517,614,0.457117595
2011,Enfield 006,E02000282,1171,71,139,124,155,95,159,165,34,229,203,365,404,173,26,0.485055508,196,162,191,12,133,345,132,0.40734415,504,510,36,121,0.430401366,484,687,0.586678053,504,667,0.430401366
2011,Enfield 007,E02000283,1017,70,130,119,170,88,117,132,49,142,179,281,346,194,17,0.452310718,115,168,165,15,113,351,90,0.433628319,347,548,21,101,0.341199607,308,709,0.697148476,481,536,0.472959685
2011,Enfield 008,E02000284,1600,206,402,313,275,81,85,91,38,109,177,533,574,295,21,0.44375,69,152,201,16,188,886,88,0.60875,360,1088,27,125,0.225,273,1327,0.829375,794,806,0.49625
2011,Enfield 009,E02000285,839,81,182,149,179,73,48,50,21,56,117,185,310,203,24,0.359952324,43,114,117,27,129,379,30,0.487485101,193,573,15,58,0.230035757,168,671,0.799761621,453,386,0.539928486
2011,Enfield 010,E02000286,1628,208,451,319,285,76,76,88,24,101,160,617,524,290,37,0.477272727,53,158,217,15,210,904,71,0.598894349,295,1169,37,127,0.181203931,270,1358,0.834152334,838,790,0.514742015
2011,Enfield 011,E02000287,932,137,255,184,125,43,41,74,14,59,140,238,310,194,50,0.405579399,47,72,111,11,99,539,53,0.635193133,164,657,21,90,0.175965665,214,718,0.770386266,540,392,0.579399142
2011,Enfield 012,E02000288,1545,95,212,147,258,118,200,211,59,245,243,514,509,251,28,0.489967638,183,244,217,14,171,559,157,0.463430421,653,712,41,139,0.422653722,556,989,0.64012945,710,835,0.459546926
2011,Enfield 013,E02000289,965,116,248,171,159,56,51,84,20,60,165,195,347,224,34,0.373056995,48,103,138,13,117,509,37,0.565803109,208,667,18,72,0.215544041,242,723,0.749222798,496,469,0.513989637
2011,Enfield 014,E02000290,1083,66,133,109,169,79,130,162,29,206,169,375,373,157,9,0.502308403,146,128,147,14,128,379,141,0.480147738,402,513,40,128,0.371191136,405,678,0.626038781,501,582,0.462603878
2011,Enfield 015,E02000291,1670,172,366,315,292,116,107,111,38,153,194,616,563,259,38,0.48502994,116,180,197,13,234,801,129,0.556886228,480,983,38,169,0.28742515,399,1271,0.761077844,805,865,0.482035928
2011,Enfield 016,E02000292,1575,137,335,223,303,117,134,141,38,147,221,463,582,273,36,0.434285714,117,204,217,23,224,676,114,0.501587302,484,901,42,148,0.307301587,413,1162,0.737777778,741,834,0.47047619
2011,Enfield 017,E02000293,951,170,242,186,147,48,51,59,7,41,131,235,356,202,27,0.384858044,34,81,114,9,123,542,48,0.620399579,199,651,15,86,0.209253417,193,758,0.797055731,523,428,0.549947424
2011,Enfield 018,E02000294,1297,70,161,125,219,100,145,174,43,260,225,338,443,256,35,0.434078643,180,160,187,21,162,439,148,0.452582884,482,637,31,147,0.371626831,487,810,0.624518119,608,689,0.468774094
2011,Enfield 019,E02000295,1570,191,406,309,255,87,98,104,21,99,167,534,576,255,38,0.446496815,74,137,165,19,152,916,107,0.651592357,330,1068,30,142,0.210191083,340,1230,0.78343949,774,796,0.492993631
2011,Enfield 020,E02000296,2211,206,562,392,309,134,142,198,52,216,322,858,702,283,46,0.533695161,111,154,220,23,263,1205,235,0.651289009,537,1363,23,288,0.242876526,548,1663,0.752148349,1064,1147,0.481230213
2011,Enfield 021,E02000297,1411,149,327,287,257,82,77,122,17,93,207,409,435,325,35,0.436569809,72,156,201,20,167,719,76,0.563430191,350,922,18,121,0.248051028,326,1085,0.768958186,699,712,0.495393338
2011,Enfield 022,E02000298,1669,257,466,352,262,71,54,88,28,91,165,509,667,292,36,0.403834632,60,112,185,19,174,1040,79,0.670461354,276,1217,29,147,0.165368484,331,1338,0.801677651,890,779,0.533253445
2011,Enfield 023,E02000299,1593,71,179,150,242,143,209,193,81,325,233,468,551,311,30,0.44005022,210,215,250,18,210,506,184,0.433145009,647,710,47,189,0.406151915,632,961,0.603264281,708,885,0.444444444
2011,Enfield 024,E02000300,1425,90,216,149,231,102,175,167,58,237,212,431,499,249,34,0.45122807,146,201,184,15,188,538,153,0.484912281,569,641,35,180,0.399298246,490,935,0.656140351,660,765,0.463157895
2011,Enfield 025,E02000301,1699,86,192,143,242,190,232,230,60,324,245,509,582,323,40,0.443790465,289,234,255,13,184,521,203,0.426133019,754,679,62,204,0.443790465,689,1010,0.594467334,738,961,0.434373161
2011,Enfield 026,E02000302,1422,151,301,205,225,102,95,146,39,158,214,446,474,261,27,0.464135021,87,142,182,22,174,671,144,0.573136428,471,782,28,141,0.331223629,393,1029,0.723628692,696,726,0.489451477
2011,Enfield 027,E02000303,1211,67,184,83,182,105,151,170,47,222,215,340,407,227,22,0.458298927,179,144,188,16,123,415,146,0.463253509,543,486,33,149,0.448389761,482,729,0.601981833,535,676,0.44178365
2011,Enfield 028,E02000304,1639,239,503,301,233,76,55,94,28,110,207,455,597,322,58,0.40390482,56,79,149,14,183,1044,114,0.706528371,348,1067,24,200,0.212324588,341,1298,0.791946309,861,778,0.525320317
2011,Enfield 029,E02000305,2278,261,561,402,347,151,132,160,38,226,243,835,794,377,29,0.473222125,123,164,206,21,215,1330,219,0.679982441,597,1383,32,266,0.262071993,512,1766,0.77524144,1143,1135,0.501755926
2011,Enfield 030,E02000306,1576,98,169,170,215,125,207,199,70,323,257,473,602,215,29,0.46319797,250,232,246,14,182,480,172,0.413705584,743,600,46,187,0.471446701,601,975,0.618654822,729,847,0.462563452
2011,Enfield 031,E02000307,1641,115,234,171,265,159,143,228,82,244,246,466,548,349,32,0.433881779,179,215,242,21,186,592,206,0.486288848,622,727,34,258,0.379037172,554,1087,0.662400975,770,871,0.469226082
2011,Enfield 032,E02000308,1985,174,423,280,244,201,156,198,47,262,253,756,649,279,48,0.508312343,149,148,186,32,204,983,283,0.637783375,673,935,33,344,0.339042821,541,1444,0.727455919,1039,946,0.523425693
2011,Enfield 033,E02000309,1867,109,246,166,258,166,227,222,72,401,253,537,713,328,36,0.423138725,229,235,271,24,214,606,288,0.478843064,875,692,50,250,0.46866631,714,1153,0.617568291,875,992,0.46866631
2011,Enfield 035,E02000311,2109,167,326,279,308,218,188,245,53,325,311,791,633,337,37,0.522522523,193,225,236,22,236,811,386,0.567567568,779,985,35,310,0.369369369,634,1475,0.699383594,1001,1108,0.474632527
2011,Enfield 036,E02000312,3217,306,682,535,440,262,236,230,80,446,439,1256,1043,436,43,0.526888405,148,237,309,25,343,1644,511,0.669878769,1065,1593,44,515,0.331053777,746,2471,0.768106932,1596,1621,0.496114392
2011,Enfield 037,E02006793,1488,67,203,134,168,137,177,206,70,326,244,456,520,247,21,0.470430108,212,199,206,10,158,463,240,0.472446237,753,479,28,228,0.506048387,596,892,0.599462366,679,809,0.456317204
2011,Greenwich 001,E02000313,1531,71,227,137,206,115,194,149,73,359,181,479,604,244,23,0.43109079,126,219,220,12,145,629,180,0.528412802,511,743,84,193,0.333768779,443,1088,0.710646636,772,759,0.504245591
2011,Greenwich 002,E02000314,3071,227,522,356,441,215,346,331,121,512,302,1268,1196,290,15,0.511234126,150,282,336,38,294,1568,403,0.641810485,849,1684,121,417,0.27645718,829,2242,0.730055357,1462,1609,0.476066428
2011,Greenwich 003,E02000315,1856,95,257,170,272,136,271,225,92,338,264,536,719,307,30,0.431034483,189,253,264,29,206,707,208,0.49299569,615,906,97,238,0.331357759,527,1329,0.716056034,891,965,0.480064655
2011,Greenwich 004,E02000316,3598,341,838,596,414,207,306,320,81,495,529,1719,1068,251,31,0.624791551,194,269,388,29,369,1975,374,0.652862702,1199,1874,81,444,0.333240689,752,2846,0.790994997,1894,1704,0.526403558
2011,Greenwich 005,E02000317,1739,91,269,146,205,151,242,208,76,351,284,539,629,264,23,0.473260495,161,213,260,18,197,719,171,0.511788384,782,621,55,281,0.449683726,565,1174,0.675100633,894,845,0.514088557
2011,Greenwich 006,E02000318,2582,123,267,223,284,174,303,352,89,767,546,757,882,372,25,0.50464756,194,345,331,32,296,945,439,0.53601859,951,1139,110,382,0.368319132,974,1608,0.622773044,1397,1185,0.541053447
2011,Greenwich 007,E02000319,3016,211,451,370,376,216,327,333,112,620,452,1138,1035,359,32,0.527188329,219,326,383,36,328,1312,412,0.571618037,974,1488,112,442,0.322944297,827,2189,0.725795756,1597,1419,0.529509284
2011,Greenwich 008,E02000320,1534,106,238,173,227,136,178,170,60,246,238,435,556,287,18,0.438722295,130,225,253,23,175,583,145,0.474576271,500,799,52,183,0.325945241,420,1114,0.726205997,728,806,0.474576271
2011,Greenwich 009,E02000321,1722,83,220,159,229,151,231,187,71,391,299,591,559,251,22,0.516840883,171,202,257,32,210,659,191,0.493612079,621,815,59,227,0.360627178,524,1198,0.695702671,873,849,0.506968641
2011,Greenwich 011,E02000323,2565,126,326,260,264,208,317,302,121,641,443,875,898,314,35,0.513840156,225,273,330,26,312,1024,375,0.545419103,947,1114,94,410,0.36920078,910,1655,0.645224172,1335,1230,0.520467836
2011,Greenwich 012,E02000324,1688,131,307,241,228,120,170,173,56,262,272,589,535,264,28,0.51007109,142,160,197,21,201,774,193,0.572867299,786,672,38,192,0.46563981,518,1170,0.693127962,788,900,0.466824645
2011,Greenwich 014,E02000326,2115,215,551,430,285,112,133,152,37,200,199,795,825,270,26,0.469976359,97,139,234,19,209,1269,148,0.669976359,1015,829,48,223,0.479905437,442,1673,0.791016548,1035,1080,0.489361702
2011,Greenwich 015,E02000327,1300,80,157,136,127,114,198,165,47,276,216,440,451,179,14,0.504615385,124,138,199,22,172,476,169,0.496153846,472,579,42,207,0.363076923,440,860,0.661538462,642,658,0.493846154
2011,Greenwich 016,E02000328,2075,306,662,473,268,55,83,90,28,110,177,775,765,310,48,0.458795181,66,86,183,17,185,1440,98,0.741204819,1231,659,36,149,0.593253012,286,1789,0.862168675,1091,984,0.525783133
2011,Greenwich 017,E02000329,1182,83,190,133,229,96,132,126,37,156,192,316,422,231,21,0.429780034,100,167,200,33,162,436,84,0.439932318,440,575,36,131,0.372250423,334,848,0.717428088,554,628,0.468697124
2011,Greenwich 019,E02000331,1870,176,387,305,262,122,147,171,51,249,269,733,609,226,33,0.535828877,145,173,247,24,205,910,166,0.57540107,805,828,54,183,0.430481283,431,1439,0.769518717,914,956,0.488770053
2011,Greenwich 020,E02000332,1515,113,349,272,247,110,102,120,36,166,187,423,583,291,31,0.402640264,91,173,215,34,172,726,104,0.547854785,477,843,42,153,0.314851485,370,1145,0.755775578,731,784,0.482508251
2011,Greenwich 021,E02000333,2003,309,710,466,245,51,58,83,12,69,151,836,709,255,52,0.492760859,27,75,128,5,169,1500,99,0.798302546,985,833,32,153,0.491762356,262,1741,0.869196206,1043,960,0.520718922
2011,Greenwich 022,E02000334,1248,107,274,199,195,89,89,119,30,146,185,390,443,211,19,0.460737179,106,129,146,24,157,579,107,0.549679487,484,574,35,155,0.387820513,244,1004,0.804487179,620,628,0.496794872
2011,Greenwich 023,E02000335,1314,140,249,202,313,98,85,105,23,99,172,356,489,269,28,0.401826484,95,204,217,33,155,533,77,0.464231355,334,832,28,120,0.254185693,269,1045,0.795281583,631,683,0.48021309
2011,Greenwich 025,E02000337,1578,123,255,217,270,149,152,157,54,201,243,497,521,292,25,0.468948035,195,220,259,25,173,580,126,0.447401774,589,760,36,193,0.373257288,367,1211,0.767427123,743,835,0.470849176
2011,Greenwich 027,E02000339,1311,175,309,234,247,82,60,85,33,86,181,335,469,291,35,0.393592677,71,143,197,20,161,646,73,0.548436308,345,812,21,133,0.263157895,287,1024,0.781083143,681,630,0.519450801
2011,Greenwich 028,E02000340,1364,157,263,217,292,98,64,100,38,135,224,415,423,264,38,0.468475073,95,187,236,43,177,552,74,0.458944282,385,824,26,129,0.282258065,300,1064,0.780058651,692,672,0.507331378
2011,Greenwich 029,E02000341,1324,97,170,141,221,167,143,147,47,191,211,396,444,255,18,0.458459215,176,199,243,27,174,390,115,0.38141994,532,571,40,181,0.401812689,369,955,0.721299094,607,717,0.458459215
2011,Greenwich 030,E02000342,1235,105,178,207,252,96,107,118,27,145,275,379,373,185,23,0.529554656,98,179,220,27,225,419,67,0.393522267,331,719,55,130,0.268016194,384,851,0.689068826,542,693,0.438866397
2011,Greenwich 031,E02000343,1245,121,192,170,254,123,93,135,28,129,234,351,341,289,30,0.469879518,115,182,208,35,173,444,88,0.427309237,376,676,31,162,0.302008032,300,945,0.759036145,625,620,0.502008032
2011,Greenwich 032,E02000344,1323,128,249,218,308,117,58,112,34,99,228,366,434,269,26,0.448979592,104,213,220,42,192,484,68,0.41723356,302,867,27,127,0.228269085,285,1038,0.784580499,682,641,0.515495087
2011,Greenwich 033,E02006786,1392,75,207,127,221,119,161,151,53,278,230,381,527,227,27,0.438936782,123,188,218,25,195,510,133,0.461925287,517,650,48,177,0.371408046,416,976,0.701149425,671,721,0.48204023
2011,Greenwich 034,E02006927,1873,213,429,343,302,117,110,156,47,156,218,585,706,319,45,0.428723972,155,170,212,19,212,985,120,0.589962627,760,884,38,191,0.405766151,430,1443,0.770421783,957,916,0.510945008
2011,Greenwich 035,E02006928,2414,267,709,532,273,77,136,166,24,230,365,1164,678,182,25,0.633388567,91,112,201,19,272,1543,176,0.712096106,1829,312,60,213,0.757663629,433,1981,0.82062966,1203,1211,0.498342999
2011,Greenwich 036,E02006929,2671,330,822,496,318,120,160,188,40,197,347,1267,788,244,25,0.604268064,117,150,199,21,222,1738,224,0.734556346,1659,682,57,273,0.621115687,523,2148,0.804193186,1397,1274,0.523025084
2011,Greenwich 037,E02006930,2458,333,753,564,274,125,97,112,24,176,263,1130,791,232,42,0.566720911,83,126,167,20,222,1646,194,0.748576078,1440,690,40,288,0.585842148,409,2049,0.833604557,1268,1190,0.515866558
2011,Greenwich 038,E02006931,3262,460,1130,718,311,111,140,138,33,221,276,1489,1127,312,58,0.541079093,109,133,206,18,251,2368,177,0.780196199,2436,524,59,243,0.746781116,473,2789,0.854996934,1712,1550,0.524831392
2011,Hackney 001,E02000345,1239,68,237,161,173,149,107,84,38,222,192,450,389,163,45,0.518159806,154,110,128,9,118,485,235,0.581113801,821,168,17,233,0.662631154,405,834,0.673123487,606,633,0.489104116
2011,Hackney 002,E02000346,1585,121,196,195,170,189,164,167,51,332,232,568,510,263,12,0.504731861,183,157,166,19,158,608,294,0.569085174,1115,193,33,244,0.703470032,504,1081,0.682018927,811,774,0.511671924
2011,Hackney 003,E02000347,1337,76,322,256,161,96,118,123,25,160,168,541,403,190,35,0.530291698,117,84,134,11,140,722,129,0.636499626,922,195,24,196,0.68960359,381,956,0.715033657,650,687,0.486163052
2011,Hackney 004,E02000348,1369,88,228,171,158,115,172,135,45,257,201,501,450,192,25,0.512783053,172,145,143,21,138,551,199,0.547845142,976,167,27,199,0.712929145,499,870,0.635500365,641,728,0.468224982
2011,Hackney 006,E02000350,2583,244,655,606,292,135,157,173,42,279,328,1260,723,244,28,0.614789005,130,148,185,9,261,1598,252,0.716221448,1896,308,49,330,0.734030197,628,1955,0.756871854,1199,1384,0.464188928
2011,Hackney 007,E02000351,3514,358,1162,727,376,175,173,206,45,292,489,1839,870,290,26,0.662492886,111,120,197,24,286,2451,325,0.789982925,2638,453,75,348,0.75071144,599,2915,0.829538987,1673,1841,0.476095618
