date,geography,geography code,all_personal transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Ealing 006,E02000243,1611,169,271,155,185,279,100,96,197,159,104,470,635,363,39,0.356300435,167,190,175,36,185,567,291,0.532588454,894,350,66,301,0.554934823,351,1260,0.782122905,1022,589,0.634388579
2011,Ealing 007,E02000244,1327,178,266,111,129,234,85,72,141,111,66,380,497,343,41,0.336096458,138,147,155,30,123,510,224,0.553127355,708,306,51,262,0.533534288,263,1064,0.801808591,836,491,0.629992464
2011,Ealing 008,E02000245,1451,112,175,122,208,214,139,113,211,157,96,395,576,343,41,0.338387319,218,214,189,44,151,415,220,0.437629221,879,306,64,202,0.605789111,331,1120,0.771881461,884,567,0.60923501
2011,Ealing 009,E02000246,1702,166,206,168,217,220,154,161,229,181,145,366,710,436,45,0.300235018,238,275,262,51,207,458,211,0.39306698,1050,390,58,204,0.616921269,434,1268,0.745005875,1002,700,0.588719154
2011,Ealing 010,E02000247,1932,184,295,226,230,257,141,130,248,221,108,577,790,414,43,0.354554865,240,249,237,44,209,651,302,0.493271222,1204,419,54,255,0.623188406,409,1523,0.788302277,1149,783,0.594720497
2011,Ealing 011,E02000248,1026,203,258,106,72,152,50,42,83,60,56,304,380,245,41,0.350877193,61,72,78,15,90,505,205,0.692007797,532,247,64,183,0.518518519,217,809,0.788499025,671,355,0.653996101
2011,Ealing 012,E02000249,1396,161,239,144,157,192,105,109,151,138,104,375,549,320,48,0.343123209,139,175,171,27,154,532,198,0.522922636,861,259,51,225,0.616762178,333,1063,0.761461318,828,568,0.593123209
2011,Ealing 013,E02000250,996,200,373,167,64,75,51,15,26,25,32,185,403,334,42,0.217871486,25,60,90,14,75,662,70,0.734939759,540,251,84,121,0.542168675,214,782,0.785140562,539,457,0.541164659
2011,Ealing 014,E02000251,1754,176,234,184,217,230,116,157,227,213,142,384,661,535,32,0.299885975,176,218,226,32,216,603,283,0.505131129,1128,342,61,223,0.643101482,411,1343,0.765678449,1056,698,0.602052452
2011,Ealing 015,E02000252,1008,129,182,153,86,146,77,48,114,73,67,343,380,191,27,0.406746032,103,99,109,21,102,403,171,0.569444444,532,230,51,195,0.527777778,205,803,0.796626984,669,339,0.663690476
2011,Ealing 016,E02000253,1405,167,227,149,127,255,127,79,164,110,80,330,642,311,42,0.291814947,157,150,156,31,168,500,243,0.528825623,810,281,33,281,0.576512456,340,1065,0.758007117,853,552,0.607117438
2011,Ealing 017,E02000254,1960,204,207,187,224,186,116,210,325,301,159,499,729,541,32,0.335714286,202,295,212,37,221,632,361,0.506632653,1382,330,80,168,0.705102041,413,1547,0.789285714,1229,731,0.627040816
2011,Ealing 018,E02000255,1384,237,410,205,114,151,80,63,74,50,58,297,568,413,48,0.25650289,79,106,114,27,165,757,136,0.645231214,748,356,78,202,0.540462428,291,1093,0.789739884,764,620,0.552023121
2011,Ealing 019,E02000256,1102,202,401,169,86,100,41,33,35,35,70,319,408,265,40,0.352994555,42,66,72,12,105,724,81,0.730490018,562,326,82,132,0.509981851,179,923,0.837568058,671,431,0.608892922
2011,Ealing 020,E02000257,1650,331,596,290,120,105,61,44,64,39,81,552,594,359,64,0.383636364,53,78,117,16,118,1076,192,0.768484848,807,491,167,185,0.489090909,260,1390,0.842424242,964,686,0.584242424
2011,Ealing 021,E02000258,777,113,190,123,62,103,37,31,71,47,38,222,318,180,19,0.334620335,58,59,68,16,83,372,121,0.634491634,426,157,51,143,0.548262548,151,626,0.805662806,483,294,0.621621622
2011,Ealing 022,E02000259,1119,129,318,139,97,163,77,51,87,58,63,202,487,338,29,0.236818588,84,85,115,34,133,518,150,0.596961573,669,202,52,196,0.597855228,244,875,0.781948168,635,484,0.567470956
2011,Ealing 023,E02000260,1421,136,207,158,175,123,73,129,230,190,103,388,527,371,32,0.345531316,161,196,150,22,162,511,219,0.51372273,975,241,85,120,0.686136524,293,1128,0.793807178,926,495,0.651653765
2011,Ealing 024,E02000261,1115,175,258,190,76,120,69,51,104,72,88,345,399,249,34,0.388340807,85,89,106,21,105,547,162,0.635874439,619,208,91,197,0.555156951,224,891,0.799103139,691,424,0.619730942
2011,Ealing 025,E02000262,963,125,240,194,71,135,44,36,73,45,68,285,393,185,32,0.366562825,56,65,83,16,105,512,126,0.66251298,518,200,64,181,0.537902388,207,756,0.785046729,589,374,0.611630322
2011,Ealing 026,E02000263,1707,153,172,139,168,170,95,187,302,321,140,488,659,395,25,0.367896895,216,264,204,28,172,506,317,0.482132396,1226,264,64,153,0.718219098,368,1339,0.784417106,1168,539,0.684241359
2011,Ealing 027,E02000264,1036,194,309,176,75,100,42,28,66,46,38,296,393,263,46,0.322393822,44,60,83,20,88,613,128,0.715250965,505,258,94,179,0.487451737,194,842,0.812741313,632,404,0.61003861
2011,Ealing 028,E02000265,1490,201,410,241,132,185,79,52,104,86,80,491,621,266,32,0.383221477,105,125,126,34,148,770,182,0.638926174,746,393,95,256,0.500671141,279,1211,0.812751678,878,612,0.589261745
2011,Ealing 029,E02000266,1781,184,262,180,183,169,133,204,250,216,147,460,731,405,38,0.340819764,206,252,198,27,218,609,271,0.494104436,1197,310,77,197,0.672094329,454,1327,0.74508703,1083,698,0.608085345
2011,Ealing 030,E02000267,1085,144,270,150,93,174,80,41,75,58,43,260,497,264,21,0.279262673,63,104,132,25,119,521,121,0.591705069,608,230,45,202,0.560368664,191,894,0.823963134,636,449,0.586175115
2011,Ealing 031,E02000268,1215,187,408,183,91,130,67,33,77,39,60,345,469,300,41,0.333333333,78,72,92,29,122,723,99,0.67654321,595,326,119,175,0.489711934,211,1004,0.826337449,707,508,0.581893004
2011,Ealing 032,E02000269,1071,187,360,194,70,96,50,37,43,34,56,280,440,264,31,0.31372549,29,61,73,17,93,710,88,0.745098039,545,283,88,155,0.508870215,182,889,0.830065359,615,456,0.574229692
2011,Ealing 033,E02000270,721,69,148,96,50,98,45,40,109,66,31,218,320,140,12,0.345353675,90,64,64,10,81,302,110,0.571428571,381,150,39,151,0.528432732,174,547,0.758668516,454,267,0.629680999
2011,Ealing 034,E02000271,798,205,235,155,45,52,30,18,38,20,16,181,377,202,22,0.246867168,20,35,65,11,70,537,60,0.748120301,383,212,88,115,0.479949875,139,659,0.825814536,446,352,0.558897243
2011,Ealing 035,E02000272,1110,145,370,170,93,123,67,42,55,45,55,219,466,332,38,0.246846847,55,107,87,30,137,607,87,0.625225225,646,218,66,180,0.581981982,252,858,0.772972973,605,505,0.545045045
2011,Ealing 037,E02000274,1980,170,161,175,188,217,121,197,380,371,158,572,767,456,27,0.368686869,276,315,223,33,203,540,390,0.46969697,1397,295,63,225,0.705555556,437,1543,0.779292929,1326,654,0.66969697
2011,Ealing 038,E02000275,1360,166,209,151,193,99,75,136,177,154,117,372,448,388,35,0.359558824,143,171,149,24,145,532,196,0.535294118,903,236,76,145,0.663970588,290,1070,0.786764706,842,518,0.619117647
2011,Ealing 039,E02000276,903,125,307,164,52,84,60,22,50,39,37,259,420,162,25,0.327796235,42,68,64,13,80,559,77,0.704318937,485,230,65,123,0.53709856,152,751,0.831672204,510,393,0.564784053
2011,Ealing 040,E02006791,797,148,229,169,51,65,45,31,35,24,33,262,313,161,28,0.370138018,36,47,63,13,66,513,59,0.717691343,393,228,78,98,0.493099122,121,676,0.848180678,430,367,0.539523212
2011,Enfield 001,E02000277,1618,148,201,179,247,251,155,129,153,155,157,330,665,431,35,0.300988875,259,261,277,65,226,398,132,0.327564895,857,478,63,220,0.529666255,429,1189,0.734857849,903,715,0.558096415
2011,Enfield 002,E02000278,1490,148,174,124,166,233,147,132,190,176,152,300,626,370,42,0.303355705,306,231,231,45,198,348,131,0.32147651,801,415,68,206,0.537583893,420,1070,0.718120805,851,639,0.57114094
2011,Enfield 003,E02000279,1948,184,341,212,200,268,176,168,216,183,161,536,774,431,46,0.357802875,302,273,280,52,207,663,171,0.428131417,907,677,105,259,0.465605749,534,1414,0.72587269,1123,825,0.576488706
2011,Enfield 004,E02000280,1855,247,384,239,233,256,196,84,121,95,146,356,765,508,80,0.270619946,195,253,288,72,251,697,99,0.429110512,1072,460,79,244,0.577897574,494,1361,0.733692722,930,925,0.501347709
2011,Enfield 005,E02000281,1929,195,375,226,236,281,181,134,150,151,158,508,814,398,51,0.34525661,212,320,255,64,283,648,147,0.412130638,1112,496,64,257,0.576464489,484,1445,0.749092794,1011,918,0.524105754
2011,Enfield 006,E02000282,1463,151,155,118,181,222,131,119,201,185,118,348,635,334,28,0.318523582,285,232,239,38,184,347,138,0.331510595,822,395,54,192,0.561859193,438,1025,0.700615174,869,594,0.593984962
2011,Enfield 007,E02000283,1708,168,214,155,220,294,158,151,180,168,194,348,677,433,56,0.317330211,311,291,239,63,204,455,145,0.351288056,1013,445,50,200,0.593091335,481,1227,0.718384075,959,749,0.56147541
2011,Enfield 008,E02000284,1586,192,444,186,187,213,123,81,86,74,100,367,664,393,62,0.29445145,129,229,225,60,195,675,73,0.471626734,893,393,80,220,0.563051702,391,1195,0.753467844,830,756,0.52332913
2011,Enfield 009,E02000285,1595,196,345,204,252,243,123,74,92,66,139,233,666,495,62,0.23322884,122,301,251,72,222,547,80,0.393103448,917,400,69,209,0.57492163,425,1170,0.73354232,831,764,0.521003135
2011,Enfield 010,E02000286,1703,242,480,253,225,162,127,62,78,74,98,403,621,491,90,0.294186729,140,242,245,46,216,755,59,0.477980035,987,425,88,203,0.579565473,419,1284,0.753963594,908,795,0.533176747
2011,Enfield 011,E02000287,1390,364,315,190,173,104,102,63,31,48,131,226,475,450,108,0.256834532,135,159,209,29,154,636,68,0.50647482,755,440,56,139,0.543165468,402,988,0.710791367,771,619,0.554676259
2011,Enfield 012,E02000288,1742,172,266,137,174,278,187,146,204,178,164,432,709,389,48,0.342135476,292,235,249,46,234,511,175,0.39380023,988,440,77,237,0.567164179,515,1227,0.704362801,1037,705,0.595292767
2011,Enfield 013,E02000289,1483,222,343,179,217,156,153,83,62,68,118,209,598,489,69,0.220498989,133,205,202,44,215,617,67,0.461227242,914,336,50,183,0.616318274,481,1002,0.675657451,755,728,0.509103169
2011,Enfield 014,E02000290,1026,107,138,77,115,141,84,118,136,110,75,302,423,199,27,0.367446394,197,160,164,20,103,277,105,0.372319688,567,301,58,100,0.552631579,351,675,0.657894737,633,393,0.616959064
2011,Enfield 015,E02000291,1599,213,377,188,187,204,133,82,134,81,127,408,614,387,63,0.334584115,157,200,213,53,187,663,126,0.493433396,905,397,72,225,0.565978737,378,1221,0.763602251,919,680,0.574734209
2011,Enfield 016,E02000292,1958,185,387,228,263,262,213,111,162,147,161,435,781,525,56,0.304392237,240,289,296,50,258,692,133,0.421348315,1164,470,73,251,0.594484168,507,1451,0.741062308,1040,918,0.531154239
2011,Enfield 017,E02000293,1405,267,382,165,169,166,104,46,51,55,115,175,533,506,76,0.206405694,103,170,188,56,176,640,72,0.506761566,833,343,59,170,0.592882562,400,1005,0.715302491,774,631,0.55088968
2011,Enfield 018,E02000294,1582,148,209,137,167,237,188,151,186,159,168,320,621,423,50,0.308470291,241,249,215,35,240,426,176,0.380530973,964,366,68,184,0.609355247,458,1124,0.710493047,908,674,0.573957016
2011,Enfield 019,E02000295,1593,250,436,212,193,165,122,82,69,64,104,366,625,439,59,0.295040804,119,214,192,35,189,758,86,0.529817954,919,401,89,184,0.576898933,433,1160,0.728185813,863,730,0.541745135
2011,Enfield 020,E02000296,1535,218,370,167,155,195,141,86,111,92,116,408,568,377,66,0.341368078,168,161,185,29,183,651,158,0.527035831,881,330,59,265,0.573941368,444,1091,0.710749186,841,694,0.547882736
2011,Enfield 021,E02000297,2307,337,530,264,303,311,208,119,119,116,197,434,823,780,73,0.273515388,203,336,344,77,317,913,117,0.446467274,1396,510,124,277,0.605114868,596,1711,0.74165583,1223,1084,0.530125704
2011,Enfield 022,E02000298,1582,303,476,214,182,130,101,61,56,59,118,252,572,556,84,0.233881163,102,194,180,47,165,812,82,0.565107459,953,357,86,186,0.602402023,467,1115,0.704804046,839,743,0.53034134
2011,Enfield 023,E02000299,1352,143,212,104,128,207,120,101,190,147,91,363,508,361,29,0.335798817,235,197,211,36,161,374,138,0.378698225,831,312,48,161,0.61464497,383,969,0.716715976,832,520,0.615384615
2011,Enfield 024,E02000300,1326,130,217,116,137,176,142,129,150,129,132,296,497,375,26,0.322775264,192,192,211,35,183,386,127,0.386877828,810,291,52,173,0.610859729,376,950,0.716440422,766,560,0.577677225
2011,Enfield 025,E02000301,1373,128,200,109,148,188,120,141,183,156,100,367,554,317,35,0.3401311,240,196,209,36,185,368,139,0.369264385,844,306,56,167,0.614712309,420,953,0.69410051,824,549,0.600145666
2011,Enfield 026,E02000302,1663,187,368,197,200,236,138,119,114,104,112,366,653,476,56,0.287432351,210,232,224,51,213,600,133,0.440769693,1058,309,56,240,0.636199639,452,1211,0.728202044,899,764,0.540589296
2011,Enfield 027,E02000303,1117,108,181,83,115,161,122,105,135,107,100,283,436,271,27,0.342882722,206,164,151,21,131,310,134,0.397493286,712,231,42,132,0.637421665,342,775,0.693822739,691,426,0.618621307
2011,Enfield 028,E02000304,1566,300,499,179,175,128,115,74,53,43,115,287,560,513,91,0.256704981,97,168,177,39,139,841,105,0.604086845,938,372,80,176,0.598978289,401,1165,0.743933589,822,744,0.524904215
2011,Enfield 029,E02000305,1485,189,446,180,120,204,116,75,86,69,80,367,559,431,48,0.301010101,108,137,178,27,184,718,133,0.573063973,876,311,53,245,0.58989899,393,1092,0.735353535,806,679,0.542760943
2011,Enfield 030,E02000306,949,92,120,76,78,120,130,92,149,92,65,250,434,190,10,0.331928346,182,131,114,13,109,282,118,0.421496312,583,218,37,111,0.614330875,346,603,0.63540569,572,377,0.602739726
2011,Enfield 031,E02000307,1799,202,295,169,224,259,179,152,182,137,155,355,685,554,50,0.283490828,256,246,237,37,218,581,224,0.447470817,1148,355,68,228,0.638132296,543,1256,0.698165648,1036,763,0.575875486
2011,Enfield 032,E02000308,1050,142,249,122,82,132,93,76,77,77,74,262,408,279,27,0.32,104,110,117,24,127,446,122,0.540952381,627,214,42,167,0.597142857,307,743,0.707619048,621,429,0.591428571
2011,Enfield 033,E02000309,1346,98,186,119,109,180,141,159,196,158,116,331,562,302,35,0.332095097,221,228,173,37,133,368,186,0.411589896,824,284,80,158,0.61218425,453,893,0.663447251,872,474,0.647845468
2011,Enfield 035,E02000311,1672,226,277,171,194,226,160,146,154,118,138,434,626,427,47,0.342105263,228,228,205,45,173,583,210,0.474282297,1034,351,57,230,0.618421053,474,1198,0.716507177,964,708,0.576555024
2011,Enfield 036,E02000312,1514,190,402,160,161,200,112,72,121,96,92,425,566,382,49,0.341479524,130,153,150,30,178,676,197,0.57661823,847,345,51,271,0.559445178,377,1137,0.750990753,863,651,0.57001321
2011,Enfield 037,E02006793,1069,80,175,80,88,174,115,98,150,109,103,262,454,225,25,0.341440599,217,135,143,9,107,310,148,0.428437792,648,203,40,178,0.606173994,356,713,0.666978485,667,402,0.623947615
2011,Greenwich 001,E02000313,787,47,119,67,77,99,83,57,130,108,54,183,311,228,11,0.301143583,126,121,127,26,75,235,77,0.396442186,408,217,43,119,0.518424396,188,599,0.76111817,484,303,0.614993647
2011,Greenwich 002,E02000314,1539,154,337,152,118,157,148,86,230,157,80,448,726,269,16,0.343079922,151,162,204,27,156,658,181,0.545159194,729,442,91,277,0.473684211,418,1121,0.728395062,911,628,0.59194282
2011,Greenwich 003,E02000315,1075,72,139,81,79,163,144,83,167,147,115,209,468,258,25,0.301395349,183,169,186,28,127,290,92,0.355348837,612,268,45,150,0.569302326,279,796,0.740465116,623,452,0.579534884
2011,Greenwich 004,E02000316,906,93,199,116,61,96,93,58,108,82,84,288,391,131,12,0.410596026,107,125,118,17,107,352,80,0.476821192,473,226,84,123,0.522075055,194,712,0.785871965,560,346,0.618101545
2011,Greenwich 005,E02000317,719,58,144,54,50,100,68,46,108,91,64,153,299,193,10,0.301808067,117,90,99,10,89,251,63,0.436717663,424,149,32,114,0.589707928,198,521,0.724617524,434,285,0.603616134
2011,Greenwich 006,E02000318,979,85,162,94,71,152,88,84,139,104,60,217,442,242,18,0.282941777,123,131,150,20,104,313,138,0.460674157,543,227,47,162,0.5546476,245,734,0.749744637,614,365,0.627170582
2011,Greenwich 007,E02000319,1081,96,194,105,95,151,94,80,131,135,90,273,464,234,20,0.335800185,145,134,158,19,130,386,109,0.457909343,591,247,56,187,0.546716004,279,802,0.741905643,656,425,0.606845513
2011,Greenwich 008,E02000320,967,64,159,85,109,159,96,83,113,99,94,169,405,277,22,0.271975181,143,160,146,31,139,278,70,0.359875905,558,220,47,142,0.577042399,224,743,0.768355739,548,419,0.566701138
2011,Greenwich 009,E02000321,706,67,99,67,49,92,103,51,107,71,57,175,291,167,16,0.328611898,103,94,92,24,76,245,72,0.449008499,395,149,37,125,0.559490085,179,527,0.746458924,443,263,0.627478754
2011,Greenwich 011,E02000323,997,85,172,106,74,124,103,71,151,111,65,248,441,224,19,0.313941825,156,119,137,23,119,345,98,0.444332999,558,232,62,145,0.559679037,277,720,0.722166499,604,393,0.605817452
2011,Greenwich 012,E02000324,761,72,131,84,73,121,58,48,92,82,62,171,306,196,26,0.306176084,107,104,91,21,100,261,77,0.444152431,472,139,37,113,0.620236531,208,553,0.726675427,469,292,0.61629435
2011,Greenwich 014,E02000326,761,78,248,87,50,86,57,40,67,48,43,196,291,213,18,0.314060447,75,79,76,14,89,383,45,0.562417871,449,144,66,102,0.590013141,195,566,0.743758213,421,340,0.553219448
2011,Greenwich 015,E02000327,568,60,99,101,31,67,67,25,61,57,57,142,253,110,6,0.350352113,71,67,84,9,72,221,44,0.466549296,347,117,38,66,0.610915493,146,422,0.742957746,359,209,0.632042254
2011,Greenwich 016,E02000328,600,70,255,94,36,49,36,15,25,20,34,149,197,193,27,0.305,28,36,56,7,55,386,32,0.696666667,372,113,49,66,0.62,120,480,0.8,309,291,0.515
2011,Greenwich 017,E02000329,1122,108,193,110,120,174,130,74,118,95,93,174,453,368,34,0.237967914,165,182,174,34,146,331,90,0.375222816,674,229,43,176,0.600713012,293,829,0.73885918,621,501,0.553475936
2011,Greenwich 019,E02000331,1041,111,242,100,96,149,89,66,107,81,73,251,429,260,28,0.311239193,136,124,140,30,126,408,77,0.465898175,610,199,69,163,0.585975024,235,806,0.774255524,589,452,0.565802113
2011,Greenwich 020,E02000332,1253,156,350,146,122,158,107,59,89,66,77,205,543,381,47,0.225059856,122,153,184,41,139,551,63,0.490023943,746,266,69,172,0.595371109,316,937,0.747805267,678,575,0.541101357
2011,Greenwich 021,E02000333,657,93,276,112,42,46,33,12,26,17,31,168,240,173,45,0.302891933,29,48,51,10,60,443,16,0.698630137,398,116,54,89,0.605783866,142,515,0.783866058,333,324,0.506849315
2011,Greenwich 022,E02000334,1120,134,213,122,111,148,123,78,103,88,81,228,454,315,42,0.275892857,184,155,165,28,123,388,77,0.415178571,677,209,71,163,0.604464286,296,824,0.735714286,616,504,0.55
2011,Greenwich 023,E02000335,1284,139,274,131,168,177,126,73,119,77,112,189,519,426,38,0.234423676,154,241,185,60,190,399,55,0.353582555,781,255,75,173,0.608255452,342,942,0.73364486,687,597,0.535046729
2011,Greenwich 025,E02000337,1249,106,161,114,123,230,158,92,135,130,118,260,492,343,36,0.302642114,240,192,209,51,158,297,102,0.319455564,743,228,50,228,0.594875901,316,933,0.746997598,721,528,0.577261809
2011,Greenwich 027,E02000339,964,122,291,91,96,118,96,39,63,48,74,107,376,363,44,0.187759336,91,89,144,36,135,429,40,0.486514523,565,180,59,160,0.586099585,280,684,0.709543568,502,462,0.520746888
2011,Greenwich 028,E02000340,1065,131,219,131,111,162,104,67,68,72,118,184,379,346,38,0.283568075,101,149,178,52,155,358,72,0.403755869,622,210,78,155,0.584037559,281,784,0.736150235,593,472,0.556807512
2011,Greenwich 029,E02000341,1158,109,133,88,100,191,120,110,167,140,105,267,463,289,34,0.321243523,222,181,192,43,148,266,106,0.321243523,701,220,51,186,0.605354059,324,834,0.720207254,664,494,0.573402418
2011,Greenwich 030,E02000342,910,83,141,104,99,144,99,83,64,93,158,194,310,224,24,0.386813187,121,143,154,33,180,239,40,0.306593407,503,179,82,146,0.552747253,314,596,0.654945055,479,431,0.526373626
2011,Greenwich 031,E02000343,1166,125,209,109,115,205,117,79,103,104,123,209,427,357,50,0.284734134,167,189,196,56,171,323,64,0.331903945,701,247,59,159,0.601200686,286,880,0.754716981,647,519,0.554888508
2011,Greenwich 032,E02000344,1263,140,182,129,158,223,142,108,83,98,109,249,457,403,45,0.283452098,181,218,210,76,185,334,59,0.311163895,724,257,74,208,0.573238321,363,900,0.712589074,688,575,0.544734759
2011,Greenwich 033,E02006786,1078,93,168,122,132,170,112,67,120,94,102,194,455,310,17,0.27458256,151,176,155,52,154,307,83,0.361781076,622,253,47,156,0.576994434,270,808,0.749536178,619,459,0.574211503
2011,Greenwich 034,E02006927,1048,115,255,112,112,122,86,62,105,79,75,212,394,320,47,0.273854962,127,139,133,24,121,426,78,0.480916031,633,200,62,153,0.604007634,267,781,0.745229008,589,459,0.562022901
2011,Greenwich 035,E02006928,416,34,117,59,40,44,37,12,49,24,47,152,151,59,7,0.478365385,31,45,48,5,50,211,26,0.569711538,216,88,39,73,0.519230769,99,317,0.762019231,250,166,0.600961538
2011,Greenwich 036,E02006929,532,71,128,53,43,58,46,20,65,48,38,167,195,112,20,0.385338346,72,60,64,15,59,228,34,0.492481203,294,112,43,83,0.552631579,137,395,0.742481203,308,224,0.578947368
2011,Greenwich 037,E02006930,533,47,184,74,38,71,30,26,38,25,40,163,188,136,6,0.380863039,42,44,62,9,54,286,36,0.60412758,302,108,40,83,0.566604128,120,413,0.774859287,302,231,0.566604128
2011,Greenwich 038,E02006931,632,85,193,86,28,61,51,30,52,46,35,175,233,156,33,0.332278481,69,50,67,12,61,342,31,0.590189873,352,121,62,97,0.556962025,137,495,0.783227848,340,292,0.537974684
2011,Hackney 001,E02000345,521,116,88,42,43,80,29,28,66,29,31,124,199,134,33,0.297504798,188,54,40,6,29,126,78,0.391554702,356,56,18,91,0.683301344,232,289,0.554702495,418,103,0.802303263
2011,Hackney 002,E02000346,280,32,33,19,14,40,30,25,58,29,13,60,126,76,5,0.260714286,70,25,30,4,26,79,46,0.446428571,182,31,11,56,0.65,110,170,0.607142857,191,89,0.682142857
2011,Hackney 003,E02000347,431,82,75,59,44,64,30,17,35,25,20,114,177,107,13,0.310904872,109,25,45,6,37,155,54,0.484918794,267,63,14,87,0.619489559,173,258,0.598607889,313,118,0.726218097
2011,Hackney 004,E02000348,393,45,82,46,31,44,40,20,52,33,21,111,158,87,16,0.335877863,113,34,30,3,28,117,68,0.470737913,259,50,18,66,0.659033079,177,216,0.549618321,284,109,0.72264631
2011,Hackney 006,E02000350,560,66,138,99,33,85,28,28,54,29,27,201,204,118,10,0.407142857,105,50,52,7,55,249,42,0.519642857,331,102,25,102,0.591071429,154,406,0.725,381,179,0.680357143
2011,Hackney 007,E02000351,448,53,126,73,23,54,35,15,45,24,31,144,172,88,13,0.390625,63,40,30,3,34,239,39,0.620535714,223,97,39,89,0.497767857,116,332,0.741071429,268,180,0.598214286
2011,Hackney 008,E02000352,397,56,109,64,26,45,21,15,38,23,21,76,188,104,8,0.244332494,56,30,43,5,45,192,26,0.549118388,256,63,15,63,0.644836272,116,281,0.707808564,244,153,0.614609572
2011,Hackney 009,E02000353,448,73,136,71,28,45,21,24,36,14,15,125,184,110,14,0.3125,35,45,37,9,29,264,29,0.654017857,258,86,21,83,0.575892857,98,350,0.78125,257,191,0.573660714
2011,Hackney 010,E02000354,454,46,93,66,20,61,39,29,69,31,35,125,208,80,6,0.352422907,59,41,66,5,58,177,48,0.495594714,275,69,29,81,0.605726872,136,318,0.700440529,292,162,0.643171806
2011,Hackney 011,E02000355,531,63,128,86,21,65,31,30,74,33,34,125,191,164,17,0.299435028,60,66,58,7,44,241,55,0.557438795,320,78,24,109,0.602636535,141,390,0.734463277,346,185,0.651600753
2011,Hackney 012,E02000356,386,48,109,77,25,38,13,11,38,27,11,114,160,96,5,0.323834197,28,30,39,1,38,225,25,0.647668394,208,82,18,78,0.538860104,87,299,0.774611399,236,150,0.611398964
2011,Hackney 013,E02000357,365,35,54,25,27,48,34,22,62,58,27,77,150,100,11,0.284931507,70,47,47,8,46,107,40,0.402739726,234,41,26,64,0.64109589,106,259,0.709589041,258,107,0.706849315
2011,Hackney 014,E02000358,547,68,143,80,29,61,34,32,67,33,23,167,228,121,8,0.347349177,68,59,43,6,54,265,52,0.57952468,313,121,26,87,0.572212066,142,405,0.740402194,340,207,0.621572212
2011,Hackney 015,E02000359,430,42,90,62,29,59,36,26,50,36,26,107,189,97,11,0.309302326,62,30,43,9,51,198,37,0.546511628,261,73,14,82,0.606976744,115,315,0.73255814,255,175,0.593023256
2011,Hackney 016,E02000360,524,32,111,45,43,65,63,27,84,54,32,119,240,120,13,0.288167939,90,58,47,7,56,213,53,0.507633588,357,66,31,70,0.68129771,180,344,0.65648855,337,187,0.643129771
2011,Hackney 017,E02000361,344,29,80,50,27,45,30,14,41,28,20,98,147,70,9,0.343023256,60,37,46,3,31,144,23,0.485465116,196,64,20,64,0.569767442,83,261,0.75872093,224,120,0.651162791
2011,Hackney 018,E02000362,401,40,79,51,31,51,30,22,57,40,26,125,158,78,14,0.376558603,47,41,44,13,46,151,59,0.523690773,263,54,22,62,0.655860349,94,307,0.765586035,249,152,0.620947631
2011,Hackney 019,E02000363,561,49,82,59,50,75,44,40,98,64,28,134,265,126,8,0.288770053,127,62,75,9,37,181,70,0.44741533,339,113,28,81,0.604278075,165,396,0.705882353,417,144,0.743315508
2011,Hackney 020,E02000364,415,55,116,64,20,50,19,16,52,23,25,88,173,116,13,0.272289157,45,35,53,8,48,199,27,0.544578313,227,77,27,84,0.546987952,95,320,0.771084337,251,164,0.604819277
2011,Hackney 021,E02000365,593,77,129,102,37,57,55,34,65,37,38,173,230,136,16,0.355817875,73,67,46,19,62,279,47,0.549747049,353,94,50,96,0.595278246,160,433,0.730185497,381,212,0.642495784
2011,Hackney 022,E02000366,488,66,121,56,22,56,37,21,56,53,27,128,192,134,7,0.317622951,79,46,59,9,51,209,35,0.5,300,72,25,91,0.614754098,122,366,0.75,303,185,0.620901639
2011,Hackney 023,E02000367,463,60,113,78,25,48,32,22,54,31,28,134,190,96,15,0.349892009,54,40,61,7,50,220,31,0.542116631,252,61,36,114,0.544276458,123,340,0.734341253,289,174,0.624190065
2011,Hackney 024,E02000368,448,50,73,65,25,57,44,27,76,31,26,126,170,113,13,0.339285714,81,34,68,7,43,161,54,0.479910714,262,72,24,90,0.584821429,129,319,0.712053571,297,151,0.662946429
2011,Hackney 025,E02000369,508,57,93,56,22,65,41,29,71,74,29,146,235,89,9,0.344488189,91,44,66,6,55,188,58,0.484251969,299,93,37,79,0.588582677,126,382,0.751968504,354,154,0.696850394
